,text,label,readability,ARI
18281,@TheLegend27 Is Alive I'm glad that you agree and stuff,1,103.63,5.2
18282,@Healthcare Matters How's that??,1,75.88,14.7
18283,Black lives matter claims they are being oppressed and their children os being denied a education.,1,72.16,11.0
18284,@Rigo Batiancila That's where you're a bit wrong like Ashton Kutcher said yes all lives matter but to some racist people black lives don't matter when it should matter here! Therefore BLM is not a disgrace here!,1,86.54,10.1
18285,bro i swear to god that girl radiates super bi vibes. cuffs her jeans,1,98.21,0.9
18286,Only people can understand Madonna who has gone through so much pain as she did the battle losing her son and other emotional things,0,72.5,12.0
18287,These are just Radical Maoists,1,83.32,5.6
18288,@Travelling UK you are 100% correct on that I agree with you. I just hope things get back on track with time. god bless,1,101.6,3.4
18289,I am shocked that sth like that even exists. Honestly,1,95.17,4.3
18290,When people boo when said that All Lives Matter,1,104.64,3.5
18291,Conversion therapy has the same origins as ABA. Autistic children are exposed to abuse regularly with the goal of making them outwardly act less autistic.,0,58.79,9.3
18292,He doesn't even have a legacy because everyone will forget about this time where all the people that rioted looked themselves in the mirror and say to themselves I am an idiot,1,64.38,15.8
18293,@Eric it all started with tryvon who zimmerman was found guilty but they thought since it was a black kid it must of been racist.,1,79.94,10.9
18294,@Daniel Franco you are right. I just found that a funny coincidence and had to point it out.,1,96.18,2.7
18295,His dna is 100%. He (madonno) has a bad disguise of woman. In the 80's the trans-doctors were not very good.,1,98.21,1.8
18296,Both alternatives are right when it comes to /pol though,1,86.71,5.7
18297,@Steve Cole wth,1,119.19,0.5
18298,stuff like this is why I stay away from organized religionnnnMy main beliefs are Pantheism,1,64.71,9.9
18299,A lot of people complaining about her being a nasty feminist who's complaining about nothing,1,64.71,10.6
18300,I'm starting to think the black people are becoming racist..,1,78.25,7.6
18301,You are a deplorable idiot if you don't think Black Live Matters.,1,84.68,5.8
18302,Yep the only reason why these politicians are supporting the      “BLM” is to get more votes and support from these anger civilian.,1,66.07,12.0
18303,thanks for encouraging me to fight with dignity once again... appreciation to the tips and real life facts... Respect!,0,78.75,8.1
18304,All lives do matter! To say otherwise creates separation. We are one Nation under God. We all bleed red. The human race is the only race. It's time to move forward together. We all struggle and have struggled.,0,91.37,2.6
18305,They shun the straight kid lowkey,1,116.15,3.6
18306,Crypted nget away from me blm supporter,1,81.29,4.3
18307,Every action as a counteraction,1,49.48,6.5
18308,Maybe these people should do a little research on slavery,1,103.63,6.2
18309,All lives matter and if BLM believes that ONLY black lives matter,1,84.68,5.8
18310,Adore this woman!,1,59.97,3.6
18311,You'd think people would listen to the black police officer,1,95.17,7.1
18312,That’s just pure mean,1,118.18,1.8
18313,Can u guys make a video that didn’t mKe Christians look like bad guys,1,91.11,4.4
18314,that would just be uh,1,117.16,-3.0
18315,If all lives don’t matter. Soon No lives will matter! Stop the hate! Show some love!,0,109.72,0.9
18316,ExtraBitch I’m so glad we as Muslims don’t do that,1,103.63,2.9
18317,If coronavirus cases spark up again and the healthcare system overrun,1,77.23,9.3
18318,Interesting How the Jewish Nation had slaves in the Old Testament  Exodus 21,1,58.28,7.9
18319,I loved this video,1,118.18,-1.9
18320,Wonderful! Hearing about this was a delicious treat. Blacks & gays,1,69.79,9.9
18321,Couple of days ago,1,118.18,-1.9
18322,That is right on,1,118.18,-4.2
18323,Never give up hope for what? Protect the Palestinians. Stop Israel. Boycott Eurovision.,1,73.34,9.0
18324,@Kotori Minalinsky youtube deleted my first response.,1,30.53,13.7
18325,DAMM liar with money ...to brainwash us all...if your,1,92.29,4.4
18326,Bill Clinton an advocate for change? you've have to be kidding me.,1,90.77,3.1
18327,A.J Mulenga because it's a protest to all black lifes matter,1,85.69,5.5
18328,I'm an atheist...nThat kinda offends me.,1,76.89,7.5
18329,They can’t do that be whoever u want don’t let anyone tell u your sick because there the ones that are not supportive of u just Be Yourself .,1,76.9,11.6
18330,@Anna Thompson AMEN!,1,119.19,8.3
18331,Please dont type DAVID CLARKE on youtube -BLM,1,88.74,4.9
18332,BLM is only including black lives,1,90.77,3.6
18333,As an engineer you should be looking at all factors. How many students did you start and end with overall? Many PEOPLE drop out for various reasons,1,87.72,4.2
18334,@John Child Well I'm black and I wouldn't vote for him. nnnnnJk I'll vote for him twice.,1,105.15,2.8
18335,They question woman bc woman usually aren’t in those fields that’s like seeing a guy with a group of babysitter of course you’d question the guy also men’s brains are better for engineering,1,63.36,17.5
18336,My choice is to love perfect answer because God is Love so that's why the gospel needs to be spread through  testimonies and exposing the false churches that the devil comes in the name of. 2 Thessalonians 2,0,77.57,9.0
18337,@Heather So how is her baby kicking any different than a woman in the slums of Africa whos baby is kicking? Put that before The Lord God Almighty.,1,82.65,5.6
18338,When she said,1,119.19,-2.7
18339,Madonna wouldn't be here if her mother had her attitude .,1,78.25,5.7
18340,@Khaver Paver that was 50 years ago bruh.,1,114.12,2.6
18341,@Corinne Mcmahon what AGENDA are you talking about? Tolerance? Peace and letting people be who they are instead of FORCING your views on others?,1,84.68,8.3
18342,I didn't know this was 4 years ago. I thought this was recent.,1,98.72,-0.1
18343,I think the girl who thought homosexuality is a choice is a lesbian.,1,66.74,5.4
18344,I have a friend in school and she’s bisexual. She just came out to a few people,1,105.15,0.3
18345,@Kiraleisha 167 To me personally? No. In the grand scheme of life? Yes.,1,98.72,3.2
18346,Raphael Taylor nThanks,1,119.19,11.5
18347,Corvus Corax Also,1,59.97,3.6
18348,Fark that slave trader statue.,1,117.16,5.6
18349,This video is so pointless.nThe women themselves look bored as shit and provide no proper facts or incidences within their working environments that prove Silicon Valley institutions are sexist.nThe fact that there are way less females in this employment sector is NOT sexist. It just shows that women tend to choose other jobs over technical and engineering ones. Anyways,1,56.45,11.0
18350,When they say,1,119.19,-2.7
18351,that's the spirit i love,1,100.24,-0.2
18352,Historic Moment my arse.  Just a bunch of pathetic morons,1,74.86,3.2
18353,@Flora Fauna It's this shitty game they play with all stigmatized minorities. Talking about oppression pisses off bigots,1,79.26,10.0
18354,what privileged would that be?,1,100.24,5.6
18355,Better to enjoy the light before it dies than to contemplate it's death until it's to late.,0,71.14,7.8
18356,BLM sounds like fashizm!!! That is exactly how it started back in the history.,1,89.75,3.9
18357,we know you wont let us forget,1,106.67,-1.9
18358,I know this is a bit late,1,115.13,-5.3
18359,Shout out to the kid that wanted advice on to help his friend through is coming out. God bless you,1,103.63,2.2
18360,There are a number of reports out regarding police killings.  They analyze every detail from white cops killing black people to black cops killin Asia.  The bottom line was,1,87.01,6.5
18361,@Adele TA All the best dear. Work with passion.,0,100.75,1.2
18362,Bea Millan-Windorski Love how you assume being talked down to is exclusive to women...sexist.,1,57.27,12.5
18363,leo A I agree with u on that & it’s always Politics when Dems act stupid Election time,1,88.06,6.2
18364,Being pro-life and pro-sterilization is not hypocritical. nnBasically you can believe that a mother shouldn't get herself pregnant AND believe that if she does get herself pregnant that she shouldn't be allowed to murder her kid.nnThis is no stranger than pro-life people advocating abstinence. They're not trying to make sure women have babies; they just don't approve of murdering children.,0,56.25,12.2
18365,How is that soft butch homophobic,1,90.77,3.6
18366,And I’ll talk to you like an adult. If I get stabbed in my femoral artery and blood is gushing out it’s not fair to look at me and look at someone with a Papercut and say that you’ll help the person with the paper cut first(Papercut is white bleeding out of your femoral artery is every other person). It’s not saying that you don’t have a problem it’s saying that our problem is way worse than yours.,1,78.93,11.1
18367,No...lol It could be just someone who disagreed with lgbt+ that’s what I told my mom,1,97.54,6.9
18368,Jens I’m not offended by black lives matter. The first comment in this topic was about how the slogan was racist. I went on to say that I don’t think it’s racist but I had my concerns how it could be causing a divide and doing more harm than good . nA good number of the comments on here say it’s racist so clearly some people have an issue with it,0,87.55,6.0
18369,There literally is no right side to BLM it doesnt matter what side you're on. You're always going to be wrong in someone's eyes.,1,84.68,5.2
18370,I was an engineer and starting to be an 8th grade math teacher just this year at 53.,0,87.05,5.1
18371,George Floyd was a criminal who unfortunately lost his life due to a legal police hold while he resisted arrest (as he had just committed fraud and had a history of crime) with NO racist intentions. The 4 officers who assisted to hold him down were 1 black 1 Asian and 2 white officers. How is this racist????? Loony left agenda to control the west.,1,80.31,7.3
18372,I cackled,1,120.21,-1.7
18373,Saves the council from having to remove it,1,80.28,3.2
18374,@Get Pooted BLM is a commie organization for sure. But they were tough on skunk candidate Buttigieg. They were right about being on that racist fraud Butt. See my channel.,1,80.78,4.6
18375,Boris. Think carefully again to accept Hongki as British citizens,1,69.79,9.9
18376,ALL LIVES MATTER. .... Any thing else is racist !!,0,92.8,4.7
18377,It's sad that we cant have equality because everyone is busy hating white people for no reason.,1,79.6,9.0
18378,I beg to differ. It was a disgrace,1,92.8,-3.6
18379,What a has been. She the white Cosby.  Sure took a small talent a long ways. Time for the seniors home madge.,1,108.19,-0.2
18380,She seems relaxed and genuine here - nice to see,1,96.18,3.5
18381,The irony of this being recommended to me,1,71.82,2.6
18382,@Big Radford we should of left them shackled to the hull!! And let the slave masters whip them. Enoch powell was right about letting them in. The saddest this is!! We gave them equality free healthcare free benerfit system free housing and they still want more!! And now we white supremacists.,1,88.23,5.2
18383,Protection gains to HIV<<<US CODE COLLECION par 51 section 1122.germwarfare .began,1,60.31,14.9
18384,Overturning the statues... The terrorists of isis overturning the Sumerian Statues.. It is not freedom to erase testimonies of a past... Because someone does not like it.. It is not civil but it is extremism and dictatorships.. Where is Democracy.. In vandalism and hatred for the different.,1,73.13,6.5
18385,@you are totally right,1,118.18,2.9
18386,Black lives do matter and anyone who says different need to go put some duck tape over their mouths! And other lives matter to but we need to work at one thing first then go to the next if we go out and say this life matters and starts a whole protest it will get out of control we should take it one at a time.,1,80.28,12.6
18387,ALL lives matter period.  I am surprised i never saw this article till now.,1,81.29,2.6
18388,Black Lives Mater Agenda....whats your thoughts?,1,102.27,13.8
18389,Bot gonna lie but the BLM movement is the biggest racist thing I've ever seen (aside from slavery). I don't know about you guys but I saw one human being unjustly kill another human being. So shouldn't it be human lives matter,1,82.65,6.3
18390,@Whatsgoingoninmycrib History is written by the winners it is never the truth,1,42.38,10.5
18391,I like how this video,1,117.16,-3.0
18392,U cant justify or compare slavery with religion u need to stop talking about prizms and start thinking out of the box,1,74.53,10.1
18393,You’d think the statue wouldn’t have even made it to the pavement without the local authority’s getting involved,1,70.13,12.4
18394,BLM was created for the division of race. A genuine good person would have made a movement called ALL LIVES MATTER. Knowing the system is messed up and all races are subjected to police brutality. If ALM was spoken,1,78.45,4.7
18395,God gave us a choice. my choice is to love. i teared up,0,117.87,-3.8
18396,I know LOL,1,119.19,-7.5
18397,I’m hoping for fidget spinners to make a comeback in 2020 or a few famous celebrities to kick the bucket! Then we can get back to a bit normality!,1,82.14,5.0
18398,Larry Elder trying to cut in made me lol. Love you guys thankful for your words,1,97.2,1.4
18399,No protest for David dorn tho ..,1,99.23,2.0
18400,@virgoblade So you completely agree that I can't have my own thoughts,1,84.68,7.3
18401,Okey so all my life I've wanted to be a writer or actress,1,100.58,1.4
18402,I'm guessing the up and coming generation isn't going to be as respectful or tolerant of the status quo,1,52.19,9.1
18403,Debbie Sterling's lecture  is so far the best lecture I have seen. I actually can relate to this cause my case is also quite similar to hers,0,83.15,5.1
18404,#Madonna was the only way I could found to feel free during my teenage years... And even now in many ways,1,103.12,2.9
18405,if i have enough money and resources i've already done it myself.,1,93.14,5.8
18406,@Johnathan nostar Um...Jesus did exist,1,68.94,11.8
18407,God gave us a choice,1,117.16,-4.0
18408,Can we stop with this idiotic argument? People are saying Black Lives Matter because they think black lives are oppressed and they should be pumped up to the same level as other lives. It's wrong but that's what they think. End of argument. Can we now focus on all the traitors to this country? Like the governor of Seattle letting an autonomous community spring up in front of his eyes? Or the victimhood mentality that is damaging MOST youth? It's a whole generation poisoned by leftist ideology. Hope they find a path in their lives and that they somehow develop a skill and a career. If not,1,84.78,6.0
18409,She looks so beautiful,1,75.88,2.9
18410,Bruh people have been racist to eachother for centuries. You can't let racism happen and it's not like people from the past cared that much about it.,1,83.15,6.8
18411,I want to know why Blacks always bring up Slavery and never Mention that it was Blacks that sold them into Slavery? George Floyd should not be Memorialized as Victim of Race. He was a Drug Dealer/Druggie and a Multi-Convicted Felon. His Career of Crime started when he was 16 years old. He was no Dr. Martin Luther King.,1,86.91,4.4
18412,You just made a stereotype comment. Just because a person has short hair or seems queer or whatever,1,87.72,4.5
18413,Urban_ Rose wait it didn’t post?,1,90.77,2.8
18414,How did confirming the fundamental equality of all people become racist ?.... Democrats aren’t for equality they’re about conformity.... Fascism at its finest !,1,64.07,11.6
18415,Because BLM is a racist movement,1,73.85,2.8
18416,@Dave 365 lol that was good.,1,116.15,-0.5
18417,The STEM field is very diverse...the problem is the vast number of Indian and Asian women and men in STEM strangely don't seem to count?  Notice,0,83.66,6.5
18418,Crazy what lengths bigoted people will go to to make you fit into their box,1,98.55,5.2
18419,Some people need to hold on to the victim card as much as possible to put the blame to hide their own failing and weakness.,1,79.94,9.7
18420,New revolution can't stop now Babylon is falling... stop  fund the police...,1,90.77,6.7
18421,I wish 2020 would hurry the hell up. This year sucks so bad.,1,115.64,-0.9
18422,People think all lives mean white lives,1,115.13,4.3
18423,@Twenty Faces Hitler was Austrian why would we have a statue of him in England?,1,90.09,6.5
18424,This is one of those comments where I literally start randomly cackling,1,76.22,8.1
18425,The sheriff hit it right on,1,99.23,-1.2
18426,Madeline Marshall here you people are  again assuming people’s sexuality. It’s so f*cked up to do that.,1,88.23,6.7
18427,@akinadownhillace    222222 2 I m not so,1,81.29,2.9
18428,Who's next? Washington? Gandhi?,1,75.88,13.5
18429,These anti-fa fascists have to be stopped.They think they are above the law. Apparently Feminists Leftists communists Islam and black lives matter have joined up in a bid to bring the capitalist system down. The solution is to bring back National Service and the Land Army.make them join the Armed forces or join the Land Army.,1,77.03,7.1
18430,to those who will study 2020 in history classes in the future,1,93.14,4.2
18431,@TheCausation Nice 1,1,34.59,8.3
18432,ALL LIVES WON’T MATTER,1,92.8,2.9
18433,Sasha Dumse God made us to be kind to eachother,0,95.17,1.5
18434,It smells like which lives matter MORE dispute.,1,88.74,6.1
18435,@Cindy Boa  In US women are given preference over men by 2,0,84.68,2.6
18436,He's IN his grave because someone decided his Black Life didn't matter!!!,1,84.68,8.9
18437,BLM is a political movement created to DIVIDE.nIt's Evil.nAll LIVES matter.,1,57.43,9.2
18438,These people are crybabies.,1,75.88,8.8
18439,“that would just be pure mean” i love that child,1,112.09,1.9
18440,This guy didn't get a statue for being a slave trader but for his achievements.,1,90.09,6.5
18441,As a teenager and later,1,100.24,-1.1
18442,Feminism is one of the reasons men's issues and problems have less support njust like how feminist closed down a college event that was suppose to be helping mens problems and issues and guess what happened because of feminist? A male committed suicide because he was not able to get the help he needed from this event So yeah feminism!,1,57.95,15.3
18443,It doesn’t fit the narrative.  Need to make the people dependent on the state.. not individuals but a collective hive.  All lives do matter.  Need to set the black people free from the welfare state.,1,89.75,3.9
18444,You've never seen a slavery documentary,1,56.93,8.3
18445,people should start learning on other foreign concepts the thumbnail and Fox's supporters in the comments show they dont know the foreign concept of context,1,63.02,15.9
18446,Sandra Bland was mentally ill.,1,100.24,5.6
18447,“ I don’t agree with homosexuality” says the girl with short hair,1,77.23,7.2
18448,Innocent? u water riding or some?,1,56.93,3.6
18449,People cannot destroy history,1,50.5,11.2
18450,@Rachel K the LGBTQ is the back up community for all of the sexualities. They are not alone. Thats kinda why that phrase and community exsists. For back up,1,97.91,2.8
18451,And Iam a civil engineering student from indonesia...,1,46.44,9.7
18452,TheLegend27 Is Alive it’s called a joke,1,106.67,4.3
18453,@Adrian Bingham  It's definately not the biggest thing on the planet. Just another caronavirus like colds and flu that will moderate over time. A 100% immunity vaccine is pie in the sky as per all the other carona viruses. A far bigger thing is climate change for 1.,1,76.22,6.0
18454,Did she have her larynx tweaked her voice sounds so young?,1,111.07,4.6
18455,Poco literally black supremacy,1,33.58,12.4
18456,@Buster Boo Amy Cooper unfairly targetted Christian Cooper,1,63.36,12.6
18457,alexe. Sorry if you believe that.,1,99.23,3.6
18458,Odetuber that makes sense ig it’s too seem like they aren’t ?,1,102.61,5.5
18459,These politicians are disgusting!  They desperately need the black vote!,1,74.86,10.3
18460,So it's the classic,1,92.8,-0.7
18461,@chris steele Egyptians did not have slaves,1,106.67,7.0
18462,@Rose Pandaliano Ask the caucasians that made it that way.,1,86.71,6.6
18463,@Donnie Inzodda II Trump is the one getting help from Putin and as John Bolton says he want China help also. Then there was Ukraine. LOL. You idiots are really guilty of being dumb.,1,102.31,4.7
18464,i'm a female computer science engineer and this was the most emotional ted talk i've ever watched! sooo important,0,60.65,11.6
18465,I like this interview. Pride looked out for her and she looked out in a big way. Much respect Madge.,1,98.51,1.0
18466,I have and have always had much respect and admiration for her.  Despite all the controversy and judgement she continues to stay the course and will always SHINE.   my hero!!!,1,73.17,8.5
18467,I like her creation! Keep dreaming girl!!,0,93.3,3.9
18468,Technically you can. In your experience,1,51.51,6.8
18469,Why Parenthood?. What is the foundation for Parenthood?. Is my concern......All life matters because our Creator created each one of us.,0,64.37,8.1
18470,Acknowledging issues pertaining to race isn't inhuman.,1,22.07,14.4
18471,@Andy N now it can be forgotten as our reminder has been destroyed,1,75.2,4.6
18472,@Andrew21795 There's a French video clearly showing lots of faces,1,95.17,9.9
18473,Elegant Tea rest in peace to a drug addict who put a gun to a unarmed pregnant black women stomach. He didn’t deserve to die,1,75.71,3.7
18474,It’s controversial because it’s the truth,1,56.93,9.8
18475,I would bring a 800 page Stephen King book to beat someone who's beaten him,1,98.55,5.2
18476,Yes but not pulled down by an out of control mob.,1,102.61,0.8
18477,If thats what they want thats what theyll get amirite,1,103.63,4.3
18478,I think she is an indigo spirit they are like angels but more aggressive like warriors because they are here to change the old outdated paradigms.,1,70.47,13.5
18479,I first thought the man said it,1,115.13,-1.2
18480,my choice is to love GIVE THIS KID SOME PRICE FOR THE BEST SENTENCE EVER,0,98.55,4.3
18481,All lives don't  matter. If a white guy had died nobody would know. A headline maybe.,1,108.4,1.5
18482,very true! Jesus said greatest of these is love,0,104.64,3.5
18483,Happy birthday to her!,1,92.8,2.9
18484,what about Sinti lifes matter,1,100.24,4.6
18485,I’m making some gayce friends this is nice,1,105.66,3.2
18486,i want yum their “opinion” is to deny that Police brutality exists,1,76.22,6.1
18487,No lifes matters. This planet n the eco system is wat matters. Until we can treat the planet we need to survive better,1,89.04,2.0
18488,and now all anyone wants is for her to retire already,1,94.15,2.5
18489,bro pls explain why are the protest happening,1,80.28,4.9
18490,hetrodoxly sonov What riots 8 years ago? I don’t remember any in 2012,1,90.26,2.4
18491,BLM has been one of the most destructive racist movements in this country... The Democrats want us to fight each other... This is their goal...,1,88.43,5.2
18492,Tell that to George floyd,1,117.16,0.9
18493,But not in asia tho,1,117.16,-4.9
18494,@TheLegend27 Is Alive I'm a Christian and I'm Lesbian,0,62.34,6.6
18495,To say anything for a vote! Shameful!!,1,89.75,3.6
18496,Sucks because she can’t make facial expressions any more. I loved her goofy faces.,1,89.75,5.3
18497,I love the thumb nail... 6 y/o boy protesting. The programming is really starting young. Lol,1,91.48,3.9
18498,@BJGvideos It's not,1,119.19,6.8
18499,Did you not watch the video-,1,116.15,-0.5
18500,@TOJO J Why call someone pigs?,1,116.15,1.2
18501,I think with the whole Hillary meme,1,106.67,1.6
18502,just another yr,1,59.97,0.5
18503,All Lives Matter! I believe it's not the color if your skin it's your personality. I other then in pleasant notes hair eyes dress. You can see they all see Black and /or white. All Lives matter,0,97.8,2.2
18504,I’m gonna call it the way I see it sweetheart something going on cause my gaydar is going off...,1,77.57,7.4
18505,Not really no. Women in politics are important as well,0,83.32,2.3
18506,I think it goes back to Women being afraid to step into a male dominated atmosphere and they are afraid they won't make any friends. It goes back to the idea that women and men can't just be friends.,0,85.52,7.8
18507,@Say Cheese Oh my god you're a genius!,1,105.66,0.8
18508,@Mc McluvinnYou would be surprised how many people that blindly follow whatever our media says. Sweden is called the SJW capital of the world for a reason,1,83.15,7.6
18509,@wow i am lost No it won't. Conservative thinking people dont think like that. It has caused a hatred of the globalist organisation BLM,1,80.28,4.6
18510,And cuffed jeans. closet intensifies,1,66.4,11.2
18511,@Hayden Bovender aww little felon criminal died it's such a tragedy gonna cry,1,92.12,8.6
18512,@Alyx Midkiff why would you think that tho? Like she seemed like a thirteen year old girl idk what  a masculine thirteen year old boy is but she seemed like a normal kid lol not to be rude or anything but I think you only thought that because of her hair and the fact that she's a tall looking thirteen year old so she hasn't developed a feminine body. She's just a kid don't you think it's a bit rude and invasive to be analyzing her sexuality a kids sexuality,1,74.87,13.0
18513,May the Lord bless you,1,117.16,-2.1
18514,Slavery still exists in Africa BTW.,1,99.23,5.1
18515,Conservative Christian haircuts often overlap with lesbian haircuts. It’s a source of significant confusion.,1,22.07,14.1
18516,‘that would be just pure mean!’ AHHAHA IDK WHY BUT I LAUGHED SO HARD she’s so precious,1,105.15,2.2
18517,@Geek X what do you mean it is an issue all racism is bad so don't think that only us black people get discriminated against and I don't understand why a white person that has never been racist in his life should kneel confront of a 20 yr old who has never experienced racism in his life,1,39.0,26.1
18518,@Darthsniper6 Sory butt nut a valed argurment. It is da sentiment orr da messagee dat rilly speks.nWho carez if sum1 makes a spelling mistake,1,71.82,5.7
18519,Black lives matter (as well) is what is means.,1,104.64,2.9
18520,leoA.....that's the truth that the democrats are trying to hide,1,86.71,9.0
18521,What is confusing to you? We can discuss it calmly and lovingly if you'd like. Any question is acceptable. Hope to hear back from you.,1,90.46,2.4
18522,it would be a BITCH BOY,1,116.15,-4.4
18523,Now for premise I am not American and I don't get the whole context and details of this issue but according to my research (meaning stats some from the FBI) black lives are disproportionately hurt by police brutality compared to other races,0,45.77,21.9
18524,@Eric Taylor What school did you go to that actually did that? Every school I've ever been to gives girls and guy equal chances,0,101.6,5.0
18525,To all those who are judging Annie by her appearance and saying she should Come out,1,80.62,6.6
18526,@J.J. I don't know anyone that was a slave or owned a slave lolnAnd if they were,1,96.52,4.8
18527,@Castle Windsor and you?,1,92.8,5.3
18528,And What will God say?   That’s what some of u must be asking.    If u can’t say all lives matter.   Ur evillll,1,106.37,-0.1
18529,@Pretend I put a Really Funny name here I'm bi and jeans I do not cuff lmao,1,96.52,3.4
18530,Hopefully the rioters and protesters causing problems get the worst cases of COVID.,1,66.74,10.8
18531,Ah... Glad this video popped out in my suggestion just in time. I am a freshman in agriculture engineering. And a female. At first,0,80.28,3.6
18532,Anyone of color saying black lives matter is working against their own cause. ALL LIFE MATTERS! If you 'self-categorize' and call yourself a 'black man' or a 'black woman',1,78.55,6.6
18533,Because is not true. The lives of Iraqi kids and women really don’t matter consider all the oil war! These people were coerced out of their safe homes and still living in tents in deserts under rain and heat!,1,92.12,5.6
18534,Ashxr Just because you disagree with a persons lifestyle doesn’t mean that you hate them,1,81.63,9.3
18535,Linda GodineznWhat are we disagreeing about? I say that while the concerns that these women present,1,80.28,7.3
18536,Can Bernie say his name? I've never seen a time in this country when a man who can't string a coherent sentence together half the time would be considered for the presidency? This country has no leadership. It is just going to get worse.,1,85.69,4.8
18537,“That is just a... pure mean” this is exactly how I will forever describe homophobia,1,89.24,4.3
18538,Really that is a stereotype okay not all girls are like that. You are so rude and jealous that one day a girl might be better than you at something!,1,90.09,4.8
18539,Does anyone remember a coulpe years ago when black lives matters was racist. Saying white ppl need to give their homes to blk ppl. why are we even listening to these racist. ALL LIVES MATTER!,1,87.92,4.1
18540,That's true. children have tained opinions mainly thanks to adults.nPure baby soul IS the best.,1,89.24,7.8
18541,Of course not that would be racist,1,106.67,0.9
18542,All lives matter or none matter...stupidity rules this current age! The left is losing it’s base and they nare becoming desperate. Real ugly to watch.,1,82.0,5.4
18543,Jesus had a job and he didn’t run when the police showed up,1,92.12,2.1
18544,@Dus Bus would you do the same for a white person?,1,102.61,1.2
18545,So the only previous recipient of the award was Bill Clinton.  Wow! That is something to really be proud of.,1,78.25,4.3
18546,So is TJ a Trump suporter?,1,99.23,-2.0
18547,If you don't see that we are all the human race,1,102.61,-0.2
18548,I am bisexual. I came out of the closet 2 years ago to tell my parents I had a crush on my BFF. This was after I had 2 dates with boys. My parents were okay with this. I cried because I was afraid that they were the type of parents I know other people have who'd beat up their kid or kick them out of the house just for being LBGTQ. Unfortunately,0,90.5,3.5
18549,@Claire Mcfadyen I met madonna when she was pregnant. I felt the baby kicking . How do you explain this?,1,90.46,2.8
18550,I don’t play with Lego’s,1,83.32,-0.2
18551,I wanna be a civil engineer too. You're not alone! Go ahead. You can do it,0,108.4,-1.5
18552,ALL LIVES DON'T MATTER  to all people. Not everybody cares about everybody.  Not everybody matters to everybody. That's the Reality. BLACK LIVES DON'T MATTER to the people you have to convince or insist that they matter to. Black Lives Matter isn't a statement of Truth,1,89.24,5.7
18553,Mark Pegues hey,1,119.19,0.5
18554,There are too many edgy people in this comment section,1,95.17,4.8
18555,My life matters. I’m not garbage!!!,1,102.27,3.6
18556,@methylene5 Almost everything in kids' education is NOT gender neutral. That's the point.,0,81.8,9.7
18557,Just the thought of having to go to a conversion therapy kills me inside. I wrote an entire essay at school about why I think they should be illegal. I’m a transgender man and to think that someone would try to make me detranstition or go back to being a girl is too much for me to process.,1,77.27,7.2
18558,as she ages she becomes more vulnerable and transparent.... <3,1,69.79,8.5
18559,So girls can't have short hair anymore?,1,106.67,4.3
18560,All lives matter. There is so much diversity here in America and we should just respect each other. The color of your skin,0,89.04,2.9
18561,brandonshmandon sorry can you give us a name?,1,88.74,4.9
18562,All lives matter. Include asian,1,66.4,6.5
18563,Our next Crime Minister and her son,1,89.75,1.6
18564,It is disgraceful for her,1,83.32,0.9
18565,@Theodore Haskins A I get that! But that wasn’t my question! So I’ll ask you again,1,108.4,1.0
18566,Yeah judge people off of what they look like go ahead,1,111.07,2.5
18567,Evil? I don’t think so. What a crazy statement to say about her.,1,107.18,0.7
18568,Bernie Sanders is not a trust worthy person,1,105.66,3.8
18569,Why Howard Stern should be fired for wearing Blackface,1,96.18,7.1
18570,I care more about justice for George Harrison.,1,88.74,5.6
18571,@Mr. carpenter bee *youn*believen*this disrespectful stuffn*know her,1,64.37,23.8
18572,if you say black lives matter,1,99.23,0.4
18573,Zachary Q. Dwyer Fuck you. Those white people don't make her feel herself because we always have to portray a certain image to even be taken seriously. Denying that ia being a fucking dumbass like you.,1,84.68,6.3
18574,Actually a lot were kidnapped off the west coast of Africa from the Portuguese,1,82.65,7.4
18575,@Grip what do u mean?nnEdit,1,83.32,2.7
18576,Narcissists that want everything to be all about them.,1,96.18,7.1
18577,Good luck racist,1,93.81,2.1
18578,@ Huh you mean the protest in hong kong? If so,1,112.09,0.5
18579,@Leila I never understand the Problem with That quote. Please tell Me.,1,90.77,4.7
18580,@akinadownhillace There are scholarships just for men to apply to nursing,1,60.31,11.1
18581,Saying all lives matter gives off a message that you aren't listening,1,84.68,7.3
18582,Did anyone else see the jumpcuts? For example at 3,1,91.78,0.4
18583,yah no kidding. and notice how the slave trader just magically happens to have a non Jewish name,1,87.72,3.7
18584,It's a statue in honor of a slave trader. Everyone knows that slavery happened,1,106.67,3.9
18585,More worried about shoes than inequality.nnHow dare Jenner not want to spend her whole life wallowing in her victim class and actually enjoy her life!?,1,75.71,8.7
18586,@Darren Pearn that would solve half of America's problems.,1,87.72,9.3
18587,Pepsi vs coca cola. Different can same pop. Humans are humans no matter who you are. It's nuts in a lot of circles.,1,90.97,0.5
18588,either I'm tripping or every time I scroll up and down ur profile pic moves,1,98.55,5.2
18589,Pretty stupid people here,1,92.8,6.5
18590,If I had not read the comments. I would not have realized that this video was posted 4 years ago. It is so sad that politicians keep using the same tactics and tricks every 4 years. and American people keep allowing politicians to use and bait us into the same trap every 4 years.,1,91.61,5.1
18591,Trump really likes Israel.  At least he says he does!!,0,108.7,1.8
